	0	1	2	3	4	5	6	7	8	9
0	lemma	bet_1	bet_2	cosine	onto	frame	score	main_sense	figurative	label
275	arv	1.a	2.a	0.6684788465499878	0	0	0	0	0	1
276	arv	1.a	3	0.8183235675096512	1	0	3	0	0	1
277	arv	2	2.a	0.6438977420330048	0	0	2	1	0	0
278	arv	2	3	0.3700718879699707	0	0	1	0	0	1
279	arv	2.a	3	0.5828315317630768	0	0	3	0	0	1
280	arve	1	1.a	0.5889496505260468	0	0	4	1	0	1
281	arve	1	2	0.5511442422866821	1	0	4	0	0	1
282	arve	1	3	0.6653553247451782	0	0	4	0	0	1
283	arve	1.a	2	0.5342771112918854	0	0	0	0	0	1
284	arve	1.a	3	0.6818016767501831	0	0	0	0	0	1
285	arve	2	3	0.5550089180469513	0	0	0	0	0	1
286	arving	1	1.a	0.44402647018432617	2	0	1	1	0	0
287	aske	1	1.a	0.32299959659576416	4	0	4	1	0	1
288	aspekt	1	1.a	0.47059166431427	0	0	5	1	0	0
289	asyl	1	2	0.4649716019630432	1	0	17	0	0	1
290	atlet	1	2	0.55587437748909	2	0	2	0	0	1
291	atmosfære	1	1.a	0.5107467174530029	2	0	7	1	0	1
292	atmosfære	1	1.b	0.7336795628070831	0	0	7	1	1	1
293	atmosfære	1	1.c	0.447005033493042	0	0	7	1	1	1
294	atmosfære	1.a	1.b	0.7283262610435486	0	0	0	1	1	1
295	atmosfære	1.a	1.c	0.49998706579208374	0	0	0	1	1	1
296	atmosfære	1.b	1.c	0.6998732388019562	3	0	0	1	2	0
297	atom	1	1.a	0.5614728629589081	3	0	0	1	1	1
298	automatisk	1	2	0.4010414481163025	0	0	4	0	0	1
299	automatisk	1	3	0.572614848613739	0	0	0	0	0	0
300	automatisk	2	3	0.4669684171676636	0	0	4	0	0	1
301	autorisere	1	1.a	0.8833343163132668	1	0	5	1	0	0
302	autoritet	1	1.a	0.503743439912796	0	0	1	1	0	1
303	autoritet	1	2	0.5753961801528931	1	0	1	0	0	1
304	autoritet	1	2.a	0.6066893637180328	0	0	0	0	0	1
305	autoritet	1.a	2	0.6218369901180267	0	0	0	0	0	1
306	autoritet	1.a	2.a	0.568387508392334	2	0	1	0	0	1
307	autoritet	2	2.a	0.7499529421329498	0	0	1	1	0	1
308	avis	1	1.a	0.7403990030288696	1	0	13	1	0	1
309	bag	1	1.a	0.5961885154247284	0	0	3	1	0	1
310	bagdel	1	1.a	0.6883973777294159	0	0	4	1	0	1
311	bagdel	1	2	0.8635962307453156	0	0	2	0	0	1
312	bagdel	1.a	2	0.8062382340431213	0	0	2	0	0	1
313	bage	1	1.a	0.6019144356250763	1	0	4	1	0	1
314	bage	1	1.b	0.5678562223911285	1	0	4	1	0	1
315	bage	1	1.c	0.48588424921035767	2	1	1	1	0	1
316	bage	1	2	0.489227831363678	0	0	1	0	0	1
317	bage	1.a	1.b	0.7024073600769043	2	0	0	1	0	1
318	bage	1.a	1.c	0.5365267693996429	3	0	3	1	0	0
319	bage	1.a	2	0.7169441878795624	0	0	3	0	0	1
320	bage	1.b	1.c	0.5596302449703217	1	0	3	1	0	1
321	bage	1.b	2	0.5329188108444214	0	0	3	0	0	1
322	bage	1.c	2	0.5238080322742462	0	0	0	0	0	1
323	baggrund	1	1.a	0.4954715967178345	0	0	6	1	1	1
324	baggrund	1	2	0.5100159347057343	0	0	9	0	0	1
325	baggrund	1	3	0.5222256779670715	0	0	7	0	0	1
326	baggrund	1.a	2	0.5602967441082001	0	0	3	0	1	1
327	baggrund	1.a	3	0.6422867178916931	0	0	1	0	1	1
328	baggrund	2	3	0.418761670589447	1	0	2	0	0	1
329	bagside	1	1.a	0.8264062404632568	2	0	0	1	0	1
330	bagside	1	1.b	0.9101983979344368	0	0	1	1	1	1
331	bagside	1.a	1.b	0.6826929450035095	0	0	1	1	1	1
332	bakke	1	1.a	0.459033727645874	2	0	4	1	0	1
333	bakke	1	1	0.4334906339645386	1	0	7	1	0	0
334	bakke	1	2	0.3697606325149536	1	0	6	0	0	0
335	bakke	1	2.a	0.46625250577926636	0	0	5	0	0	1
336	bakke	1.a	1	0.4089532494544983	2	0	11	1	0	1
337	bakke	1.a	2	0.4156036972999573	2	0	10	0	0	1
338	bakke	1.a	2.a	0.441012978553772	0	0	9	0	0	0
339	bakke	1	2	0.3679683208465576	3	0	1	0	0	0
340	bakke	1	2.a	0.39410436153411865	0	0	2	0	0	1
341	bakke	2	2.a	0.4241269826889038	0	0	1	1	0	1
342	balkon	1	1.b	0.4429147243499756	3	0	2	1	0	1
343	ballet	1	1.a	0.7565524578094482	0	0	7	1	0	1
344	ballet	1	1.b	0.7994490414857864	2	0	7	1	0	1
345	ballet	1.a	1.b	0.6105047166347504	0	0	0	1	0	1
346	ballon	1	1.a	0.8150316029787064	2	0	1	1	0	0
347	ballon	1	1.b	0.7644935250282288	2	0	2	1	0	1
348	ballon	1	1.c	0.6795697510242462	2	0	1	1	0	1
349	ballon	1	2	0.6184454560279846	2	0	3	0	0	1
350	ballon	1.a	1.b	0.8518719226121902	2	0	1	1	0	1
351	ballon	1.a	1.c	0.7034505903720856	2	0	0	1	0	1
352	ballon	1.a	2	0.6234861016273499	2	0	2	0	0	1
353	ballon	1.b	1.c	0.7072628736495972	2	0	1	1	0	1
354	ballon	1.b	2	0.7045336663722992	2	0	1	0	0	1
355	ballon	1.c	2	0.6350168585777283	2	0	2	0	0	1
356	bamse	1	2	0.5923011302947998	1	0	2	0	0	1
357	bange	1	1.a	0	0	0	9	1	0	0
358	bank	1	1.a	0	1	0	8	1	0	1
359	bank	1	1	0	1	0	5	1	0	0
360	bank	1	1.a	0	0	0	9	1	0	1
361	bank	1	2	0	1	0	10	0	0	1
362	bank	1.a	1	0	0	0	3	1	0	1
363	bank	1.a	1.a	0	0	0	1	1	0	0
364	bank	1.a	2	0	0	0	2	0	0	1
365	bank	1	1.a	0	0	0	4	1	0	1
366	bank	1	2	0	4	0	5	0	0	1
367	bank	1.a	2	0	0	0	1	0	0	1
368	bar	1	1.a	0	0	0	4	1	0	0
369	bar	1	1.b	0	0	0	6	1	0	0
370	bar	1.a	1.b	0	0	0	10	1	0	0
371	bar	1	1.a	0	1	0	4	1	0	1
372	bar	1	2	0	0	0	10	0	0	1
373	bar	1	3	0	2	0	9	0	0	1
374	bar	1	4	0	0	0	5	0	0	1
375	bar	1.a	2	0	0	0	6	0	0	1
376	bar	1.a	3	0	1	0	5	0	0	1
377	bar	1.a	4	0	0	0	1	0	0	1
378	bar	2	3	0	0	0	1	0	0	0
379	bar	2	4	0	0	0	5	0	0	1
380	bar	3	4	0	0	0	4	0	0	1
381	barbere	1	1.a	0	0	0	1	1	1	1
382	barn	1	1.a	0	2	0	11	1	0	0
383	barn	1	1.b	0	2	0	19	1	0	0
384	barn	1	2	0	2	0	15	0	0	1
385	barn	1.a	1.b	0	2	0	8	1	0	0
386	barn	1.a	2	0	2	0	4	0	0	1
387	barn	1.b	2	0	2	0	4	0	0	1
